filtered_barcode04.fastq	1d3edc4a-2f57-4acc-8687-125aa11f4430	324	591	-	Col440II_1	10-273/282	========/======	12/26	89.72	76.70	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	1d3f4579-6fcf-4e6e-9283-c47084fe71e8	2773	3034	+	Col440II_1	2-281/282	========/======	11/34	90.07	75.35	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	1e5cfb0b-e4c3-4330-ba1b-8a691003c2bd	756	934	-	ColpVC_1	14-193/193	.=======/======	6/11	90.16	85.41	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	1f089015-381b-4d70-ab24-6b7ffd6ab467	1509	1694	+	ColpVC_1	7-193/193	========/======	1/1	96.37	97.33	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	1f8ce610-39e2-48d5-871d-d0fb4f6e191c	336	454	-	ColRNAI_1	14-128/130	.=======/======	4/6	87.69	82.50	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	21e99778-f320-4759-9f4f-880530f5cbfe	639	765	-	ColRNAI_1	1-130/130	========/======	5/7	96.15	79.55	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	21e99778-f320-4759-9f4f-880530f5cbfe	1334	1610	-	Col440II_1	3-281/282	========/======	8/16	95.74	80.07	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	2233947c-32e1-49e7-849c-b9060f826ace	2271	2468	+	Col440II_1	80-281/282	...=====/======	7/10	69.15	79.02	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	2407d616-5acd-4bee-9eaf-56f217e60572	76	190	-	ColRNAI_1	19-129/130	..======/======	4/4	85.38	82.61	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	2407d616-5acd-4bee-9eaf-56f217e60572	818	1081	-	Col440II_1	2-265/282	========/======	11/18	90.43	78.02	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	254c0f12-ff74-482c-8245-f4a42708398c	4324	4586	-	Col440II_1	5-265/282	========/======	11/24	88.65	77.74	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	282a8a10-0abd-4958-984f-4ca86651ddaf	2909	3174	+	Col440II_1	2-281/282	========/======	7/22	92.91	78.17	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	28af6a09-4d0a-4b3b-a1c0-725403c05cfb	1575	1675	+	Col440I_1	13-111/114	.=======/======	4/4	85.96	87.25	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	2b24ae52-df18-4edc-b383-e8304a361be0	334	435	-	Col440I_1	3-103/114	========/=====.	1/1	88.60	85.29	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	2bf398ef-91b1-4eaf-af3c-37c9a16b5ab3	1853	2101	+	Col440II_1	23-281/282	.=======/======	11/24	85.82	75.56	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	2bf398ef-91b1-4eaf-af3c-37c9a16b5ab3	2707	2807	+	ColRNAI_1	19-118/130	..======/=====.	2/3	76.15	85.29	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	2d7c11d4-7a0a-41a5-854b-f3f1a42844df	299	407	-	Col440I_1	3-110/114	========/======	5/5	92.98	82.88	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	2dc9d17b-d5b0-419a-a0a9-b6e7ced2d6a4	1210	1319	+	Col440I_1	1-114/114	========/======	4/6	95.61	82.61	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	2de971a6-4b16-4ff4-b70b-2935724a0e67	1367	1558	+	ColpVC_1	1-193/193	========/======	6/9	97.41	90.86	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	2ecb5200-4235-44a3-85e1-f3d52457b0aa	1629	1819	+	ColpVC_1	1-193/193	========/======	9/16	95.34	85.50	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	2ef9e666-b7fc-4f9e-9c92-adbcabd44b4a	1233	1422	+	ColpVC_1	1-193/193	========/======	7/11	96.37	92.39	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	2fcf18b5-0c0f-4aca-9e92-d07bcfc35fb2	420	534	-	Col440I_1	1-113/114	========/======	3/6	97.37	86.33	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	2ffcc7b8-c747-429e-81e6-2809d886f073	629	735	-	Col440I_1	3-110/114	========/======	3/3	92.98	83.49	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	309eb476-0943-4aa1-bba8-df69cb6e1c11	412	535	-	ColRNAI_1	1-129/130	========/======	6/7	94.62	80.77	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	309eb476-0943-4aa1-bba8-df69cb6e1c11	1122	1385	-	Col440II_1	2-265/282	========/======	8/26	89.01	77.26	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	3142c8d1-765c-416c-b807-69aab8f8bc7e	388	577	+	ColpVC_1	3-193/193	========/======	3/3	97.93	92.71	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	33a3ce46-35a2-4241-ab04-ee7e49069e17	1000	1129	-	ColRNAI_1	1-128/130	========/======	3/4	97.69	83.21	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	33a3ce46-35a2-4241-ab04-ee7e49069e17	1741	2009	-	Col440II_1	2-265/282	========/======	10/15	91.84	79.20	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	33f79d46-7e3f-475b-8537-376b2eeae43c	368	637	+	Col440II_1	2-281/282	========/======	7/14	95.04	76.95	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	33f79d46-7e3f-475b-8537-376b2eeae43c	1169	1292	+	ColRNAI_1	1-130/130	========/======	5/8	94.62	80.15	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	35db88e4-d30d-43a2-9a2c-8bd15dc79770	4047	4336	+	Col440II_1	2-281/282	========/======	13/22	97.16	77.03	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	3627467f-9474-4d8d-8104-143b7f0ba987	568	848	+	Col440II_1	2-281/282	========/======	17/27	94.68	72.79	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	37488ce0-2bcb-44f3-8963-c442008a1e19	170	296	+	ColRNAI_1	1-130/130	========/======	6/7	96.15	81.06	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	387ccc24-7621-4560-b4f9-e64333a405d1	279	536	+	Col440II_1	8-264/282	========/======	9/17	88.30	76.69	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	38852321-6cea-4897-844a-52bf854a0d7e	1054	1238	+	ColpVC_1	1-193/193	========/======	6/16	93.78	84.77	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	38970892-cc2b-4cca-bb60-32916a9d4a4c	1180	1458	+	Col440II_1	2-277/282	========/======	14/27	93.62	77.32	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	3962aa31-aa96-4d09-91c4-60a649f46b30	2135	2245	+	ColRNAI_1	20-128/130	..======/======	4/4	83.08	83.93	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	3a6916dc-a0b6-4684-bcb6-5efc374ef90c	241	495	-	Col440II_1	2-263/282	========/======	12/25	87.23	77.12	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	3f7da470-85e7-4bd2-bcd1-da7d871229a9	453	649	-	ColpVC_1	7-193/193	========/======	9/18	94.82	86.57	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	3fbbf607-86fe-49c2-8b6a-4fcc72bcd124	1735	1838	-	Col440I_1	1-103/114	========/=====.	1/1	90.35	84.61	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	4045d102-45df-4d25-a46f-ecf1cdd8df74	4393	4598	+	Col440II_1	71-281/282	...=====/======	9/13	71.63	78.61	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	412eef0a-6484-47ca-af8e-162b7826a172	2286	2550	+	Col440II_1	10-276/282	========/======	5/12	92.20	81.98	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	422e5f84-731b-4090-b7ec-411790bf1cbe	2165	2263	+	Col440I_1	1-103/114	========/=====.	2/4	86.84	84.47	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	43046c24-1b15-4743-9161-2b945e0a381e	1273	1463	+	ColpVC_1	4-193/193	========/======	9/17	94.30	87.44	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	44d10194-bbef-4b7b-8b1a-0e7c88af04e6	3713	4267	-	IncFIB(K)_1_Kpn3	1-560/560	========/======	16/23	97.50	91.92	plasmidfinder	JN233704	IncFIB(K)_1_Kpn3_JN233704	
filtered_barcode04.fastq	44df699d-f57b-4aee-8f1a-bc40a4f00ce2	1437	1562	-	ColRNAI_1	1-128/130	========/======	3/4	96.15	79.84	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	44fd108a-cdbc-456d-9b83-821790a14225	1352	1622	-	Col440II_1	2-265/282	========/======	10/19	91.49	75.09	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	460b2492-762e-47ce-8e47-2cde347edb63	1338	1601	+	Col440II_1	2-281/282	========/======	8/18	93.26	77.94	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	472e3149-706c-47f1-ae1f-ab81c5f38592	930	1211	-	Col440II_1	2-281/282	========/======	9/22	95.74	77.40	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	47735889-6b5c-44b0-8be7-c0462645f997	1420	1529	-	ColRNAI_1	1-110/130	========/====..	2/2	83.85	82.88	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	4a4ceabb-4efd-4f0e-8f25-89c06a7b58ff	800	930	-	ColRNAI_1	1-130/130	========/======	4/7	97.69	81.34	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	4a4ceabb-4efd-4f0e-8f25-89c06a7b58ff	1496	1755	-	Col440II_1	2-261/282	========/=====.	5/12	90.07	81.20	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	4a88c190-744f-48e2-b77e-0b065b6ade6d	758	886	+	ColRNAI_1	1-130/130	========/======	5/7	96.92	79.70	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	4d2659fb-45eb-4ad4-9d57-ff68e14b0f8f	1232	1504	+	Col440II_1	2-281/282	========/======	11/21	94.33	76.31	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	4d5fb32b-a27d-45bd-b511-8b1becc18dac	2392	2669	-	Col440II_1	2-281/282	========/======	9/12	96.81	80.35	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	4d841094-9003-4684-9c0d-0bdfef815bec	1626	1810	+	ColpVC_1	1-193/193	========/======	4/12	94.82	90.26	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	4fdaf0e8-c475-4887-b2f4-05943b59ee9b	872	1142	-	Col440II_1	2-265/282	========/======	10/19	91.49	77.26	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	512ff476-3531-49e3-973d-3771dfd5fb8f	447	616	+	ColpVC_1	20-193/193	.=======/======	8/12	86.01	86.52	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	544c9966-928a-415f-8859-c65e4b4b39cd	1896	2021	-	ColpVC_1	68-193/193	....====/======	4/6	63.73	91.47	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	54982659-f91f-41a9-a9dc-bde9b2deff7e	1513	1624	-	ColRNAI_1	19-128/130	..======/======	4/4	83.85	84.07	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	54982659-f91f-41a9-a9dc-bde9b2deff7e	2240	2514	-	Col440II_1	3-265/282	========/======	8/16	92.55	80.87	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	54c72faf-2af7-4e37-b708-a31450e1534d	338	521	-	ColpVC_1	1-192/193	========/======	6/10	94.82	91.71	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	54d69f14-8653-4925-864c-750e44e68631	839	1030	+	ColpVC_1	1-193/193	========/======	4/5	98.45	92.31	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	54ff5d37-4676-4775-82df-ab96db8f56b0	490	589	+	Col440I_1	2-103/114	========/=====.	1/2	87.72	85.29	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	5619bd3a-cf82-4ac8-b304-c0f9f15473da	1092	1197	-	ColRNAI_1	26-129/130	..======/======	3/4	79.23	83.18	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	5619bd3a-cf82-4ac8-b304-c0f9f15473da	1796	2075	-	Col440II_1	2-278/282	========/======	10/21	95.04	78.55	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	58c53d73-df8f-46e1-81e4-ebb287496652	1965	2201	-	Col440II_1	8-252/282	========/=====.	7/20	81.91	78.88	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	594ea740-2a63-4ec5-8d89-21f41d25e05b	613	706	-	Col440I_1	3-95/114	========/====..	1/1	81.58	87.23	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	5953bdf8-c85f-4ddc-a647-04d6eae6cf12	2132	2225	-	ColRNAI_1	20-118/130	..======/=====.	3/5	72.31	83.84	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	5953bdf8-c85f-4ddc-a647-04d6eae6cf12	2821	3092	-	Col440II_1	8-281/282	========/======	13/26	92.20	77.27	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	59935311-7d71-4a6b-bb60-50e5fb072d7b	499	674	+	Col440II_1	98-276/282	....====/======	11/15	60.28	78.92	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	5affe27b-1288-4770-90f8-3d09d34216b9	631	803	+	ColpVC_1	2-177/193	========/=====.	7/13	87.05	85.08	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	5d2f1308-d590-4530-8799-d55489ddb048	130	230	-	ColRNAI_1	19-118/130	..======/=====.	1/1	76.92	82.18	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	5ddf32b6-b1ca-4d86-8f3e-cd168184c608	792	1055	-	Col440II_1	11-281/282	========/======	5/13	92.55	80.66	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	6018edee-f0b5-462d-8d2a-9e92e45a47d5	1057	1167	-	ColRNAI_1	19-128/130	..======/======	3/3	83.85	83.04	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	617ff5d8-9962-465e-92e6-d47774927b38	2440	2545	-	ColRNAI_1	23-129/130	..======/======	3/5	80.00	82.57	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	617ff5d8-9962-465e-92e6-d47774927b38	3106	3341	-	Col440II_1	2-258/282	========/=====.	8/23	83.33	75.97	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	626617b3-ad51-443b-b360-889adb85e15a	2483	2677	-	Col440II_1	68-273/282	...=====/======	8/15	68.44	80.77	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	6267b514-2fbb-44e0-ba69-4b73a0b8dc03	1294	1532	+	Col440II_1	2-261/282	========/=====.	10/31	82.98	75.09	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	62ffb911-7079-475e-860f-1e7a6eb4b092	1409	1521	-	Col440I_1	1-114/114	========/======	3/3	98.25	90.44	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	65682bba-28d3-4dfe-8fdd-f4f3c7cd76fc	5070	5311	-	Col440II_1	2-250/282	========/=====.	9/15	84.40	75.10	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	65682bba-28d3-4dfe-8fdd-f4f3c7cd76fc	9204	9332	-	ColRNAI_1	1-130/130	========/======	3/3	98.46	82.44	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	65d3d972-57fe-4fa6-8341-abd116581eaa	1757	2030	-	Col440II_1	8-273/282	========/======	15/26	91.13	79.15	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	65ea50d5-20eb-40b9-8b90-bd3062ac30e8	3880	4023	+	IncFII(K)_1	1-142/148	========/======	4/6	94.59	91.10	plasmidfinder	CP000648	IncFII(K)_1__CP000648	
filtered_barcode04.fastq	6783de60-2fd6-4873-b29c-84ed1c7de66b	7333	7501	-	Col8282_1	3-173/207	========/====..	8/10	79.71	79.43	plasmidfinder	DQ995352	Col8282_1__DQ995352	
filtered_barcode04.fastq	6800f7bf-5756-480d-ac7e-214209415fd6	1373	1563	+	ColpVC_1	4-193/193	========/======	4/5	97.41	91.19	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	697125b8-551b-4988-8b46-bc72d1a2768c	1442	1632	-	ColpVC_1	1-185/193	========/======	4/8	95.34	93.75	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	6a52122e-5381-4e63-b10a-d0d30683c32f	1297	1558	-	Col440II_1	8-273/282	========/======	12/22	89.72	77.09	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	6a6dc195-122f-4a8f-9fee-a8744dbd8053	1962	2066	-	Col440I_1	1-103/114	========/=====.	3/4	89.47	83.96	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	6ac70e84-2e64-4eaf-9751-945f2cf1fb05	1043	1138	-	Col440I_1	6-102/114	========/=====.	1/1	84.21	85.57	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	6bdc8595-3a1f-4080-aa78-6d8c43183313	588	868	+	Col440II_1	2-281/282	========/======	15/25	95.04	74.74	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	6bdc8595-3a1f-4080-aa78-6d8c43183313	1434	1545	+	ColRNAI_1	1-118/130	========/=====.	5/6	86.15	81.36	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	6ca9007d-61a3-45b9-a18a-9d6fcec2b4cc	3115	3372	-	Col440II_1	2-273/282	========/======	13/34	87.94	72.69	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	6ef8135e-db59-4a4c-bffb-1d4ca944b25c	1521	1710	+	ColpVC_1	1-193/193	========/======	5/9	96.89	91.33	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	6f5d6606-511d-4b12-847f-d693e4de7bec	695	1803	-	repUS43_1_CDS12738(DOp1)	4-1117/1206	========/=====.	37/61	89.64	81.96	plasmidfinder	CP003584	repUS43_1_CDS12738(DOp1)_CP003584	
filtered_barcode04.fastq	6f835b13-e2f1-4b14-93f2-642cc79766d0	4173	4458	+	Col440II_1	2-281/282	========/======	12/22	96.45	76.87	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	70201457-25b5-4687-8ca3-4fc14b22778a	3998	4270	+	Col440II_1	2-264/282	========/======	13/26	90.43	77.58	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	726287f4-b523-4e94-ba76-ad0eba6124f0	532	635	-	Col440I_1	1-99/114	========/=====.	2/5	86.84	82.69	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	73172844-a920-43e5-b280-7c2f77dc0611	2495	2780	+	Col440II_1	2-281/282	========/======	7/20	96.81	77.82	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	73172844-a920-43e5-b280-7c2f77dc0611	3397	3507	+	ColRNAI_1	19-130/130	..======/======	3/3	84.62	85.84	plasmidfinder	DQ298019	ColRNAI_1__DQ298019	
filtered_barcode04.fastq	74262131-3612-4001-b378-55c0a5651c53	3106	3382	-	Col440II_1	4-281/282	========/======	11/21	94.68	75.69	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	77b1f755-fb6a-4b3d-9aba-4d3bd5e32ea0	1845	2033	-	ColpVC_1	1-193/193	========/======	9/14	95.34	88.89	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	77f2a209-396a-4c77-8336-edc0cde0e009	2314	2393	-	Col440I_1	1-76/114	========/==....	2/4	66.67	88.75	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	78644774-f285-4cef-9930-6c8b9ba249f7	1708	1881	-	ColpVC_1	12-188/193	========/======	3/5	89.64	93.26	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	787307b6-a2b2-4191-aa03-e7387cf1e857	2502	2771	+	Col440II_1	2-276/282	========/======	7/17	93.62	79.36	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	798ca181-0a1d-41f1-9917-50bdae52a6ab	1049	1145	-	Col440I_1	6-104/114	========/=====.	3/4	84.21	89.00	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	7a36da9c-5a75-4aec-92e6-d21e9edb1552	2288	2484	-	Col440II_1	68-273/282	...=====/======	10/25	67.02	76.64	plasmidfinder	CP023921.1	Col440II_1__CP023921.1	
filtered_barcode04.fastq	7c115ac3-49fe-45f3-90f1-11af8189133b	1213	1299	+	Col440I_1	12-99/114	.=======/=====.	3/3	75.44	87.64	plasmidfinder	CP023920.1	Col440I_1__CP023920.1	
filtered_barcode04.fastq	7d279c6b-5192-4641-96e4-7d25fea1fe33	957	1140	-	ColpVC_1	10-193/193	========/======	3/6	93.78	91.98	plasmidfinder	JX133088	ColpVC_1__JX133088	
filtered_barcode04.fastq	7e2114ad-1084-47a8-931e-fb7a1f6a17d6	1028	1200	+	ColpVC_1	1-193/193	========/======	7/24	88.60	83.08	plasmidfinder	JX133088	ColpVC_1__JX133088	
